price,sqft,bedroom,bathroom,balcony,age,ownership,flooring,furnishing,facing,parking,gated_security,locality,Children,Club,Fire,Gas,Gym,Intercom,Internet,Lift,Park,Security,Sewage,Shopping,Swimming,Visitor
7500000.0,1100,2,2,1,2,1,1,3,1,2,1,Bommanahalli,0,0,1,1,0,0,1,1,0,1,0,0,0,1
17500000.0,1800,3,3,2,3,1,1,1,3,2,0,Bommanahalli,1,1,1,0,0,1,1,1,1,0,1,0,1,1
7500000.0,1200,2,2,2,3,1,1,2,1,1,1,Bommanahalli,1,0,1,1,1,1,1,1,0,1,1,0,1,1
6000000.0,1531,3,3,2,4,1,1,2,5,2,1,Bommanahalli,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4500000.0,991,2,2,0,3,1,1,2,2,1,1,Bommanahalli,0,0,1,0,1,1,1,1,0,1,1,0,0,0
7000000.0,1350,2,2,1,3,1,1,2,2,2,1,Bommanahalli,1,0,1,0,1,1,1,1,0,1,0,0,0,1
6700000.0,1050,2,2,2,3,1,3,2,0,1,1,Bommanahalli,0,1,1,0,0,0,1,1,0,1,0,0,0,0
30000000.0,3600,4,7,0,3,1,0,2,4,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700000.0,1200,3,3,0,4,1,0,0,1,3,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500000.0,3600,4,6,0,3,1,0,1,5,3,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45000000.0,5000,4,10,3,3,1,0,1,3,1,0,BTM Layout,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11600000.0,1500,3,2,5,4,1,1,2,1,2,1,BTM Layout,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8100000.0,1032,3,2,1,4,1,1,2,5,1,1,BTM Layout,1,1,1,0,0,1,0,1,0,1,0,0,0,1
2500000.0,200,1,1,0,4,1,0,1,1,3,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200000.0,1080,2,2,2,3,1,1,2,6,1,1,BTM Layout,1,1,0,0,0,1,0,1,0,1,1,0,1,0
10000000.0,1200,2,2,2,2,1,1,2,2,2,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12500000.0,850,2,3,1,5,1,0,1,2,2,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22500000.0,1200,2,2,0,4,1,0,1,3,2,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23000000.0,2003,3,3,3,3,1,1,2,1,2,1,BTM Layout,1,1,1,0,1,0,0,1,1,1,1,0,1,1
28000000.0,2400,4,4,0,4,1,0,2,2,1,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8200000.0,1170,2,2,1,4,1,3,3,8,2,1,BTM Layout,0,0,0,0,0,0,1,1,0,1,0,0,0,0
24000000.0,2300,3,3,2,2,1,1,1,3,2,1,BTM Layout,1,1,1,1,1,0,1,1,0,1,1,0,1,1
21500000.0,3600,4,6,3,3,1,0,2,2,2,1,BTM Layout,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8300000.0,1460,3,3,2,4,1,0,2,3,2,1,BTM Layout,1,1,0,0,0,0,0,1,0,1,0,0,0,0
16500000.0,3600,4,10,0,3,1,0,1,1,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000000.0,880,2,2,2,4,1,1,2,1,2,1,BTM Layout,0,0,1,1,0,1,1,1,1,1,1,0,0,1
4300000.0,550,1,1,1,4,1,2,2,3,2,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000000.0,2100,4,6,2,4,1,2,1,2,0,0,BTM Layout,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16000000.0,1800,3,3,3,1,1,1,2,1,2,1,BTM Layout,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5700000.0,1100,2,2,1,3,1,1,2,3,1,0,BTM Layout,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12000000.0,1210,2,2,1,3,1,3,2,1,1,1,BTM Layout,0,0,1,0,0,0,1,1,0,1,1,0,0,1
45100000.0,5474,4,4,0,1,1,0,1,2,2,1,BTM Layout,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15000000.0,1200,3,3,2,1,1,3,2,2,2,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11000000.0,1200,2,2,0,5,1,0,1,2,2,1,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21000000.0,1540,3,3,0,3,1,0,2,3,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5500000.0,1760,4,4,0,4,1,0,1,3,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7500000.0,770,2,1,0,4,1,1,2,5,3,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000.0,2000,4,4,0,4,1,0,2,1,3,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62500000.0,3850,4,6,6,5,1,3,3,3,2,0,Chamrajpet,1,1,0,0,1,1,0,1,0,0,0,0,1,0
25000000.0,2100,3,2,2,4,1,2,2,1,2,1,Chamrajpet,1,0,1,0,0,1,0,1,1,1,0,0,0,1
50000000.0,3000,3,4,4,5,1,3,3,2,2,0,Chamrajpet,1,1,0,0,0,1,0,1,0,0,0,0,1,0
6500000.0,2500,4,4,0,4,1,0,2,1,3,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5800000.0,980,2,2,2,2,1,0,3,2,1,1,Chamrajpet,1,0,0,0,0,0,0,1,1,1,0,0,0,1
3300000.0,2347,3,2,1,1,1,3,2,3,0,1,Chamrajpet,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4500000.0,950,2,2,0,4,1,1,2,2,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13000000.0,1350,3,3,2,4,1,4,2,8,2,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15000000.0,1000,2,1,0,4,1,3,2,1,3,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45000000.0,3150,4,3,1,1,1,1,1,3,1,1,Chamrajpet,1,1,1,1,1,1,1,1,0,1,1,0,1,1
12500000.0,400,1,1,0,2,1,0,1,0,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000.0,1117,2,2,0,3,1,0,2,2,2,1,Chamrajpet,0,0,0,0,1,0,0,0,0,1,0,0,0,0
85000000.0,3600,4,4,4,5,1,3,1,1,1,1,Chamrajpet,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16000000.0,1450,3,2,1,4,1,1,3,8,2,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4600000.0,675,2,2,0,4,1,3,2,2,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15700000.0,1570,3,2,2,2,1,1,2,3,1,1,Chamrajpet,0,0,0,0,0,0,0,1,0,1,1,0,0,0
14000000.0,1665,3,3,2,1,1,1,3,0,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15000000.0,1670,3,3,2,1,1,0,3,2,1,0,Chamrajpet,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13000000.0,1275,3,2,2,5,1,1,2,2,1,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3600000.0,350,1,1,0,1,1,0,1,2,3,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000000.0,1800,4,6,0,2,1,0,1,1,3,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000000.0,1200,2,1,0,4,1,0,1,1,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5500000.0,650,2,2,0,2,1,0,2,3,2,0,Chamrajpet,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4000000.0,1066,3,1,0,4,1,0,1,3,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500000.0,1130,2,2,0,3,1,1,2,2,2,1,Chamrajpet,0,1,0,0,0,0,0,1,0,1,0,0,0,0
24500000.0,1818,3,3,1,1,1,3,3,1,2,1,Chamrajpet,0,0,0,0,1,0,0,0,0,1,0,0,0,0
13000000.0,1400,3,4,1,4,1,3,3,1,1,1,Chamrajpet,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10500000.0,1458,3,2,2,4,1,1,2,0,2,1,Chamrajpet,0,0,1,0,0,1,0,1,0,1,1,0,0,0
12000000.0,1400,3,2,3,4,1,1,3,1,2,1,Chamrajpet,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6000000.0,1000,2,2,2,3,1,3,1,2,2,1,Chamrajpet,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5000000.0,750,2,2,0,0,1,0,1,1,2,1,Chamrajpet,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20000000.0,1700,3,2,2,2,1,3,2,5,2,1,Chamrajpet,0,0,0,0,0,0,0,1,0,1,0,0,0,1
10000000.0,1350,3,2,2,3,1,1,3,3,2,0,Chamrajpet,0,0,0,0,0,1,0,1,0,0,0,0,0,0
15000000.0,1083,2,2,1,3,1,0,3,0,2,0,Chamrajpet,1,1,0,0,1,0,0,1,0,0,0,0,1,1
35000000.0,1784,3,3,3,2,1,1,3,1,1,1,Chamrajpet,0,0,0,1,1,1,1,1,0,1,0,1,0,0
5200000.0,750,2,1,1,4,1,2,3,3,0,0,Chamrajpet,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15200000.0,1377,3,3,1,1,1,1,1,3,2,1,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15500000.0,1450,2,2,1,4,1,0,2,1,2,1,Chamrajpet,1,1,0,0,1,0,0,1,0,1,0,0,0,1
8000000.0,950,2,2,1,3,1,3,2,0,2,1,Chamrajpet,1,1,0,0,1,0,0,1,0,1,1,0,1,1
6300000.0,875,2,1,1,4,1,3,3,2,2,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14000000.0,1612,3,3,4,4,1,2,1,3,1,1,Chamrajpet,1,0,0,0,0,0,0,1,0,1,0,0,0,0
4500000.0,500,1,1,0,4,1,1,2,1,0,0,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6000000.0,744,2,1,1,4,1,2,2,2,0,1,Chamrajpet,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000.0,1100,2,2,1,4,1,3,2,3,2,1,Chamrajpet,0,0,0,0,0,0,0,1,0,1,0,0,0,1
17500000.0,1501,2,2,2,4,1,1,3,5,2,1,Chamrajpet,1,0,1,0,0,0,1,1,0,1,0,0,0,1
8200000.0,1430,3,3,0,2,1,0,3,3,1,1,Channasandra,1,1,0,0,1,1,0,0,1,1,0,0,1,1
17000000.0,1560,3,3,2,1,1,1,3,2,1,1,Channasandra,0,0,0,0,1,0,0,0,0,1,0,0,0,0
10000000.0,1385,3,2,2,3,1,1,2,2,2,1,Channasandra,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6600000.0,1207,2,2,1,5,1,0,2,1,2,1,Channasandra,1,0,0,0,1,1,0,0,1,1,0,0,0,0
7500000.0,1070,2,2,1,2,1,1,2,2,2,1,Channasandra,1,1,0,0,1,1,1,1,1,1,0,1,0,1
14500000.0,1745,3,3,2,3,1,1,2,3,2,1,Channasandra,1,1,0,0,1,1,0,1,1,1,0,1,1,0
29500000.0,1890,3,4,4,2,1,5,2,3,1,1,Channasandra,1,1,1,0,1,1,1,1,1,1,1,1,1,1
6000000.0,1200,2,2,2,3,1,1,3,5,2,1,Channasandra,1,1,0,1,1,0,1,1,0,1,0,1,0,1
10000000.0,1600,3,3,0,5,1,0,2,4,2,1,Channasandra,1,0,1,0,1,0,1,1,0,1,0,0,0,0
4800000.0,935,2,2,1,2,1,1,2,2,2,0,Channasandra,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000000.0,1010,2,2,0,2,1,0,2,2,0,1,Channasandra,1,1,0,0,1,1,0,0,1,1,0,0,1,1
17000000.0,1536,3,3,2,1,1,1,2,1,1,1,Channasandra,1,1,1,0,1,1,1,1,1,1,1,0,1,1
13000000.0,1287,2,2,2,1,1,1,3,1,1,1,Channasandra,1,1,1,0,1,1,0,1,1,1,1,0,1,1
8000000.0,1430,3,3,2,2,1,1,2,3,1,1,Channasandra,1,1,0,0,1,1,0,1,1,1,0,0,1,1
30000000.0,9180,4,11,0,5,1,0,2,2,2,0,Channasandra,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15000000.0,1413,3,2,2,1,1,1,3,2,2,1,Channasandra,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6500000.0,1050,2,2,0,1,1,0,3,1,2,1,Channasandra,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7200000.0,1225,2,2,3,1,1,1,2,1,2,1,Channasandra,0,0,0,0,1,0,0,0,0,1,0,0,0,0
9000000.0,1130,2,2,2,2,1,1,3,3,2,1,Channasandra,1,1,1,1,1,1,0,1,1,1,1,1,1,1
8500000.0,1227,2,2,2,3,1,1,2,3,2,1,Channasandra,1,1,1,1,1,0,1,1,1,1,1,1,1,1
7000000.0,1465,3,2,3,2,1,1,3,2,2,0,Channasandra,1,0,0,0,0,1,0,0,1,0,0,0,0,1
28000000.0,2488,4,4,3,0,1,1,1,2,2,1,Channasandra,1,1,0,0,1,1,0,1,0,1,0,0,1,1
8500000.0,1195,2,2,2,3,1,1,2,3,1,1,Channasandra,1,1,1,0,1,1,1,1,1,1,0,1,1,1
5200000.0,1010,2,2,1,2,1,0,2,1,0,1,Channasandra,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20500000.0,1850,3,3,3,3,1,1,2,2,2,1,Channasandra,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8200000.0,1353,2,2,3,5,1,1,1,4,2,1,Cooke Town,0,0,0,0,1,0,0,1,0,1,0,0,1,1
8200000.0,1121,2,2,2,2,1,1,2,0,2,1,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7200000.0,1000,2,2,1,2,1,1,2,1,2,1,Cooke Town,0,0,1,1,0,0,0,1,0,1,0,0,0,0
6200000.0,1150,2,2,0,5,1,0,2,3,0,0,Cooke Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6200000.0,700,2,2,0,5,1,0,2,3,2,0,Cooke Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7500000.0,1073,2,2,2,4,1,1,2,8,2,1,Cooke Town,0,0,1,0,0,0,0,1,0,1,0,0,0,1
9000000.0,2900,4,7,1,4,1,3,2,2,2,1,Cooke Town,1,1,0,0,0,0,0,0,1,1,1,0,1,0
21000000.0,1789,3,4,0,2,1,0,2,0,2,1,Cooke Town,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7900000.0,1197,2,2,2,4,1,2,2,0,2,1,Cooke Town,0,0,0,0,0,0,1,1,0,1,0,0,0,0
7200000.0,1157,2,2,2,4,1,1,2,2,1,1,Cooke Town,0,0,0,0,0,0,1,1,0,1,0,0,0,0
20000000.0,1619,3,4,2,2,1,3,3,4,2,1,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3000000.0,512,2,2,1,3,1,1,2,3,0,1,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3200000.0,600,2,2,0,3,1,1,3,3,2,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2200000.0,600,2,1,1,3,1,1,1,2,0,1,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3200000.0,600,2,2,1,3,1,1,3,1,0,1,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17500000.0,425,1,1,1,4,0,2,1,3,0,1,Cooke Town,0,1,0,0,0,1,0,1,1,1,0,0,1,1
16000000.0,2000,4,6,0,5,1,0,2,2,0,0,Cooke Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7900000.0,1112,2,2,2,4,1,3,1,4,2,0,Cooke Town,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5800000.0,965,2,2,0,4,1,1,2,2,0,1,Cooke Town,1,0,1,0,0,0,0,1,1,1,0,0,0,1
22500000.0,1600,2,2,2,4,1,1,2,4,2,0,Cooke Town,0,0,0,0,0,1,1,1,0,0,0,0,0,1
6000000.0,850,2,2,1,2,1,1,2,3,2,0,Cooke Town,0,0,0,0,0,1,0,1,0,0,0,0,0,1
12500000.0,1550,3,2,3,4,1,2,3,1,1,0,Cooke Town,0,0,1,0,0,0,0,1,1,0,1,0,1,0
6000000.0,885,2,18,0,2,1,0,2,3,2,0,Cooke Town,0,0,0,0,0,1,0,1,0,0,0,0,0,1
7500000.0,1000,2,2,2,4,1,0,2,0,2,1,Cooke Town,0,0,0,1,0,0,0,0,0,1,0,0,0,1
6000000.0,885,2,2,0,4,1,0,1,2,2,1,Cooke Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7100000.0,1070,2,2,2,2,1,3,2,2,2,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17500000.0,1800,3,3,3,3,1,1,2,2,2,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9600000.0,1050,2,2,4,4,1,2,2,6,2,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27500000.0,2600,3,3,3,4,1,3,2,3,2,1,Cooke Town,0,0,1,0,1,0,1,1,0,1,0,0,0,0
8000000.0,932,2,2,1,4,1,3,2,2,2,1,Cooke Town,1,0,0,0,0,0,1,1,1,1,0,1,0,1
15000000.0,1030,2,2,2,4,1,3,2,1,2,1,Cooke Town,1,0,0,0,0,0,1,1,1,1,0,1,0,0
13500000.0,1350,2,2,3,4,1,0,2,4,2,1,Cooke Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29000000.0,2002,3,4,1,2,1,3,2,2,1,1,Cooke Town,1,0,0,1,0,0,0,1,0,1,1,0,0,1
13000000.0,1440,3,3,2,1,1,0,2,6,1,1,Cooke Town,0,0,1,0,0,0,0,1,0,1,0,0,0,0
11000000.0,1300,2,2,1,4,1,2,2,4,1,1,Cooke Town,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38500000.0,3600,4,4,5,3,1,1,2,2,1,1,Cooke Town,0,0,1,0,0,1,1,1,1,1,0,0,0,1
14000000.0,1250,2,2,2,3,1,1,2,1,1,1,Cooke Town,1,0,0,1,0,0,0,1,1,1,0,0,0,1
12500000.0,2200,3,4,2,4,1,1,2,2,1,1,Cooke Town,0,1,0,0,1,1,0,1,1,1,0,0,0,1
11500000.0,1200,3,2,0,4,1,1,3,0,2,1,Cooke Town,1,0,0,0,0,0,0,0,0,1,0,0,0,0
7500000.0,990,2,2,0,5,1,0,2,1,1,1,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
39500000.0,4220,4,5,4,4,1,1,2,2,2,0,Cooke Town,1,1,1,0,0,1,0,1,0,0,0,0,0,1
7000000.0,1100,2,2,1,4,1,0,2,2,2,1,Cooke Town,1,0,1,0,0,0,0,1,1,1,1,0,0,0
33000000.0,2200,3,3,0,3,1,0,2,0,2,1,Cooke Town,1,1,0,0,1,1,0,1,0,1,0,0,1,1
26000000.0,2300,4,4,1,2,1,3,2,2,2,1,Cooke Town,0,0,1,0,0,1,0,1,1,1,1,1,0,1
30000000.0,1950,3,3,2,4,1,2,2,2,1,1,Cooke Town,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7700000.0,1052,2,2,0,3,1,1,2,5,2,1,Cooke Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8400000.0,1270,2,2,0,3,1,0,3,2,1,1,Corporation,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4500000.0,750,2,2,0,4,1,0,2,2,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200000.0,520,1,1,0,2,1,0,1,2,0,1,Corporation,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2200000.0,600,1,1,0,1,1,0,2,3,2,1,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500000.0,1020,2,2,0,4,1,1,2,1,2,1,Corporation,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4200000.0,1050,2,2,1,4,1,1,2,1,2,0,Corporation,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4500000.0,1047,2,2,2,2,1,1,2,5,2,0,Corporation,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1450000.0,400,1,1,0,3,1,1,1,3,3,0,Corporation,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5700000.0,670,2,2,1,1,1,1,2,0,2,0,Corporation,1,1,0,1,0,1,0,1,1,0,1,0,1,1
1500000.0,500,1,1,1,4,1,1,2,1,2,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200000.0,940,2,2,1,2,1,3,1,1,1,1,Corporation,0,1,0,0,0,0,0,1,1,1,0,0,0,0
4200000.0,975,2,2,1,2,1,3,3,1,2,0,Corporation,0,0,0,0,0,0,0,1,0,1,1,0,0,1
10000000.0,1100,2,2,0,4,1,0,3,1,0,1,Corporation,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11000000.0,1100,2,2,0,3,1,0,3,2,2,1,Corporation,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5100000.0,760,2,2,1,4,1,3,2,2,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11200000.000000002,1854,3,3,4,0,1,1,2,1,1,1,Corporation,0,1,0,0,1,1,0,0,0,1,0,0,1,0
13500000.0,1674,3,3,2,4,1,3,3,3,0,0,Corporation,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18000000.0,3600,4,10,0,5,1,0,1,5,3,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000000.0,480,1,1,0,1,1,0,3,3,0,1,Corporation,0,0,0,0,0,0,0,1,0,1,0,0,0,0
60000000.0,1800,4,4,1,3,1,0,2,3,0,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85200000.0,2241,4,4,3,0,1,1,1,2,2,1,Corporation,1,1,1,0,1,0,0,1,1,1,1,0,1,1
60000000.0,1713,3,3,2,0,1,1,1,2,2,1,Corporation,1,1,1,0,1,0,0,1,1,1,1,0,1,1
11700000.0,1400,3,3,0,4,1,0,3,2,3,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12500000.0,1400,3,3,1,4,1,3,2,2,1,1,Corporation,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4000000.0,500,2,1,0,0,1,0,2,1,3,0,Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9500000.0,1645,3,3,1,4,1,0,3,5,2,1,Cox Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24000000.0,2615,4,4,3,3,1,3,2,3,2,1,Cox Town,0,0,1,0,0,0,0,1,0,1,0,0,0,1
6200000.0,1010,2,2,1,4,1,1,2,2,2,0,Cox Town,0,0,0,0,0,0,0,1,0,0,1,0,0,1
13000000.0,1700,4,3,0,3,1,0,2,3,2,0,Cox Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90000000.0,4995,4,5,0,4,1,0,2,5,2,1,Cox Town,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20000000.0,2650,3,3,1,4,1,3,2,1,1,1,Cox Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
72000000.0,4292,4,5,0,4,1,0,2,1,2,1,Cox Town,0,1,0,0,1,0,0,1,1,0,0,0,1,1
15000000.0,2000,4,4,2,3,1,0,3,0,2,0,Cox Town,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8000000.0,1200,2,2,3,4,1,3,2,3,2,1,Cox Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8500000.0,1300,3,2,1,4,1,3,2,2,2,1,Cox Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20000000.0,2400,4,3,2,4,1,3,3,3,2,1,Cox Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8500000.0,1175,2,2,1,4,1,1,2,5,1,1,Cox Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5000000.0,930,2,2,2,4,1,1,2,2,2,1,Cox Town,0,0,0,0,0,0,1,1,0,1,1,0,0,1
30000000.0,2615,4,4,3,3,1,3,2,3,2,1,Cox Town,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9900000.0,1280,3,3,5,5,1,1,2,5,1,0,Cox Town,0,0,0,0,0,0,1,1,0,0,0,0,0,1
50000000.0,3500,3,4,2,4,1,3,3,5,2,1,Cox Town,1,1,1,0,1,1,0,1,1,1,1,1,1,1
8200000.0,1350,3,3,1,0,1,1,2,4,1,0,Cox Town,1,1,0,0,0,0,0,1,0,0,0,0,0,1
11000000.0,2600,4,4,4,4,1,0,2,1,3,0,Cox Town,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000000.0,1175,2,2,1,4,1,0,2,5,1,1,Cox Town,0,0,0,0,0,0,0,1,0,1,0,0,0,1
45000000.0,3000,3,5,0,4,1,0,2,2,2,1,Cox Town,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6200000.0,900,2,2,0,3,1,0,1,2,2,1,Cox Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8500000.0,1200,3,2,0,4,1,0,2,0,2,1,Cox Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4600000.0,750,2,2,2,1,1,1,2,0,0,1,Cox Town,0,1,0,0,0,0,0,1,0,1,0,0,0,1
70000000.0,4400,4,5,4,4,1,3,3,4,1,0,Cox Town,1,1,1,0,1,1,1,1,1,0,1,1,1,1
20000000.0,3500,3,3,0,4,1,0,2,2,2,1,Cox Town,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8000000.0,1450,3,2,0,5,1,0,2,1,1,0,Dasarahalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6800000.0,1235,2,2,2,4,1,1,2,3,2,1,Dasarahalli,1,1,1,1,1,0,1,1,0,1,1,0,1,1
6200000.0,1080,2,2,1,3,1,1,2,2,2,1,Dasarahalli,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4500000.0,850,2,2,1,3,1,3,2,3,1,1,Dasarahalli,0,0,0,0,1,1,0,1,1,1,0,0,0,0
4500000.0,820,2,2,1,3,1,3,2,3,1,1,Dasarahalli,0,0,0,0,0,1,0,1,1,1,1,0,0,0
7500000.0,1081,2,2,1,3,1,1,3,2,1,1,Dasarahalli,0,0,0,1,0,0,1,1,0,1,1,0,0,0
6500000.0,1000,2,2,0,3,1,0,2,2,2,1,Dasarahalli,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7000000.0,1200,2,2,3,3,1,3,3,2,1,1,Dasarahalli,1,0,0,0,0,0,0,1,1,1,0,1,0,1
7800000.0,1310,2,2,2,4,1,1,2,2,2,1,Dasarahalli,1,1,0,1,1,0,0,1,0,1,0,0,1,1
8150000.0,1285,2,2,2,4,1,1,2,2,2,1,Dasarahalli,1,1,1,1,1,1,1,1,1,1,1,0,1,1
7800000.0,1500,3,3,3,4,1,1,2,2,2,0,Dasarahalli,1,1,1,0,0,1,1,1,1,0,0,1,1,0
8300000.0,1285,2,2,2,3,1,0,2,4,2,1,Dasarahalli,1,1,1,0,1,1,1,1,1,1,1,1,1,1
4000000.0,1100,2,2,0,4,1,0,1,3,2,1,Dasarahalli,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7300000.0,2500,2,2,0,3,1,0,2,2,2,1,Dasarahalli,0,0,0,0,1,0,0,0,0,1,0,0,0,0
